geography,hsa_nci_id,week_end,wastewater_z,n_sites,covid_ed_pct,covid_ed_pct_smoothed,covid_ed_trend,hsa,hsa_counties
New Jersey,108,2025-04-05,0.6249061513276466,2,0.73,0.81,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-04-12,0.5848595969458339,2,0.87,0.79,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-04-19,0.7252360511975148,2,0.83,0.77,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-04-26,0.4448057100080813,2,0.7,0.73,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-05-03,0.32163002280790814,2,0.67,0.64,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-05-10,0.17910541174664024,2,0.51,0.54,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-05-17,0.4736778890437241,2,0.38,0.46,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-05-24,0.338946133494948,2,0.49,0.41,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-05-31,0.45303892698132847,2,0.4,0.39,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-06-07,0.5805325518542164,2,0.37,0.37,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-06-14,0.49003488876637824,2,0.36,0.35,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-06-21,0.5407998780176781,2,0.27,0.33,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-06-28,0.17608715813725395,2,0.34,0.32,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-07-05,-0.008583586667383764,2,0.42,0.34,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-07-12,0.264491010902145,2,0.27,0.38,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-07-19,0.12923745761705863,2,0.44,0.44,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-07-26,-0.4779187151760339,2,0.52,0.49,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-08-02,0.35909635753351266,2,0.6,0.53,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-08-09,0.29504340869769696,2,0.55,0.59,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-08-16,0.40748862368695216,2,0.63,0.68,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-08-23,0.44524515528776704,2,0.76,0.83,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-08-30,0.29532835745453007,2,1.14,0.99,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-09-06,0.5899797141844494,2,1.12,1.09,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-09-13,0.2820491905797974,2,0.94,1.09,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-09-20,0.5495170233068574,2,1.09,1.0,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-09-27,0.25076790605660815,2,0.81,0.86,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-10-04,0.18125856024863274,2,0.81,0.71,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-10-11,0.24931154671123884,2,0.57,0.6,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-10-18,-0.004826382395886952,2,0.51,0.53,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-10-25,-0.04666047701584346,2,0.45,0.51,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-11-01,0.08823413324746064,2,0.52,0.51,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-11-08,-0.004329349832248294,2,0.56,0.52,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-11-15,-0.873788755314484,2,0.55,0.52,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-11-22,-0.042294517080658484,2,0.51,0.55,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-11-29,0.1155926298466262,2,0.66,0.61,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-12-06,-0.028578298712881915,2,0.7,0.72,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-12-13,0.08737712897096317,2,0.77,0.87,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-12-20,0.07703545235095034,2,0.98,1.01,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2025-12-27,0.19942642989130907,2,1.25,1.1,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-01-03,0.2472554533002973,2,1.18,1.14,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-01-10,0.14522270386304376,2,1.13,1.1,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-01-17,0.04812046409570961,2,0.74,1.0,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-01-24,0.34727324113683666,2,1.0,0.9,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-01-31,0.2829327931773428,2,0.83,0.84,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-02-07,0.4407546134699945,2,0.91,0.81,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-02-14,0.16211380651639568,2,0.84,0.79,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-02-21,-0.07934316693149994,2,0.61,0.76,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-02-28,0.23271292487193784,2,0.71,0.7,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-03-07,0.14957289715036132,2,0.79,0.65,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-03-14,0.42643633147532867,2,0.58,0.63,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-03-21,0.35897476050448124,2,0.52,0.64,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-03-28,0.15135011040281798,2,0.73,0.64,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-04-04,0.2876830584401263,2,0.65,0.6,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-04-11,-0.018488357416447956,2,0.51,0.51,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-04-18,-0.2350569095426332,2,0.34,0.4,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-04-25,-1.7877526740510983,2,0.34,0.3,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-05-02,-0.4278442151325686,2,0.27,0.23,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-05-09,-1.293347055056271,2,0.12,0.18,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-05-16,-1.8649549109176924,2,0.15,0.15,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-05-23,-2.1205254185970293,2,0.14,0.12,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-05-30,-1.8362933398368102,2,0.12,0.11,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-06-06,-2.0267546122441433,2,0.05,0.09,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-06-13,-2.1199936170266827,2,0.12,0.08,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-06-20,-1.4058342578739245,2,0.06,0.07,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-06-27,-1.0351824674357366,2,0.05,0.08,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-07-04,-0.7959603524450305,2,0.12,0.09,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-07-11,-1.9549175080609216,2,0.05,0.1,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-07-18,-2.6392884265954435,2,0.09,0.09,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-07-25,-0.23291285138090662,2,0.15,0.06,Decreasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-08-01,-0.2727120226105562,2,0.1,0.05,No Change,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-08-08,-0.27348808092220656,2,0.14,0.06,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-08-15,-0.04449777983897766,2,0.17,0.15,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-08-22,0.35276780171452093,2,0.14,0.54,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,108,2026-08-29,0.31936963245708805,2,0.46,1.69,Increasing,"Monmouth, NJ - Ocean (Brick Township), NJ","Monmouth, Ocean"
New Jersey,127,2025-01-04,0.9051835101516431,2,1.48,1.19,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-01-11,0.7966578533578854,2,1.24,1.2,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-01-18,0.7845485767590532,2,0.86,1.22,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-01-25,0.9479504647464757,2,0.95,1.25,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-02-01,0.8559614150031054,2,1.11,1.26,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-02-08,0.987512876250769,2,1.74,1.22,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-02-15,0.5498057609015461,2,1.4,1.12,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-02-22,0.7188912528327618,2,0.64,0.97,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-03-01,0.7907574124974913,2,0.68,0.8,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-03-08,0.6605560742057923,2,0.76,0.63,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-03-15,0.553704258284992,2,0.4,0.51,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-03-22,0.7014165012237311,2,0.45,0.42,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-03-29,0.5533430825587314,2,0.41,0.36,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-04-05,0.6411918699151176,2,0.22,0.33,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-04-12,0.5907646459170941,2,0.38,0.3,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-04-19,0.7099137206140302,2,0.19,0.29,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-04-26,0.3989550035973062,2,0.4,0.28,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-05-03,0.36310143925885807,2,0.24,0.27,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-05-10,0.19028671949770926,2,0.17,0.27,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-05-17,0.0343679025102218,2,0.36,0.27,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-05-24,-0.23465130161834216,2,0.29,0.26,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-05-31,0.558768216293339,2,0.29,0.26,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-06-07,0.42466540329029384,2,0.18,0.26,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-06-14,0.44284973792750554,2,0.33,0.26,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-06-21,0.35982375569929204,2,0.23,0.28,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-06-28,0.5907093571114513,2,0.34,0.3,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-07-05,0.14829024718403241,2,0.12,0.34,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-07-12,0.5430149178636718,2,0.71,0.4,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-07-19,0.5676983996001809,2,0.24,0.48,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-07-26,0.6179040344499568,2,0.47,0.59,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-08-02,-0.09974617636110594,2,0.98,0.72,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-08-09,0.5925566124720156,2,0.9,0.85,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-08-16,0.7655488427082863,2,0.87,0.96,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-08-23,0.5181344744286746,2,0.97,1.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-08-30,0.6077464097451402,2,1.16,1.06,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-09-06,0.7991801213912875,2,0.78,1.04,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-09-13,0.6740298674181142,2,1.04,0.97,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-09-20,0.546861021486621,2,1.35,0.83,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-09-27,0.5573357412716134,2,0.46,0.64,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-10-04,0.13511349643158327,2,0.3,0.45,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-10-11,0.30113043742845763,2,0.44,0.31,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-10-18,0.3358686787993975,2,0.19,0.23,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-10-25,-1.0332103393700725,2,0.0,0.19,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-11-01,0.06809549749094058,2,0.13,0.18,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-11-08,-1.5284097122865665,2,0.19,0.18,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-11-15,-0.8756029763936216,2,0.46,0.2,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2025-11-22,-0.9791887920082316,1,0.19,0.24,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-11-29,-0.9742712383019679,2,0.07,0.31,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-12-06,0.19038643160688928,2,0.32,0.42,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-12-13,-0.2643184850009057,2,0.83,0.58,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2025-12-20,0.35756788696166747,2,0.59,0.79,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-01-03,0.22402052897292554,2,1.55,1.23,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-01-10,0.35423347106125586,2,1.01,1.4,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-01-17,0.44015786546855784,2,1.6,1.49,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-01-24,0.44154627981025185,2,1.52,1.52,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-01-31,0.8623791147880541,2,1.67,1.49,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-02-07,0.8057985843778745,2,1.08,1.43,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-02-14,0.5440039153501799,2,1.39,1.3,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-02-21,-0.24535482414911824,2,1.25,1.1,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-02-28,0.6546416988437564,2,1.12,0.88,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-03-07,-0.2084492307062975,2,0.42,0.68,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-03-14,-0.09211295839044042,2,0.29,0.55,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-03-21,0.20787239324777695,2,0.54,0.45,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-03-28,-0.3247699502109153,2,0.56,0.37,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-04-04,-1.0016132942294649,2,0.29,0.29,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-04-11,-0.963765403928646,2,0.27,0.22,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-04-18,-0.34932961575379773,2,0.17,0.16,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-04-25,-0.5200281710135931,2,0.0,0.11,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-05-02,0.015855972124955403,2,0.07,0.08,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-05-09,-1.5128616228904308,2,0.06,0.06,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-05-16,-1.0921252277542752,2,0.18,0.05,Decreasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-05-23,-2.0633354101086288,2,0.0,0.04,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-05-30,-1.0337746646807857,2,0.0,0.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-06-06,-2.0633354101086288,2,0.0,0.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-06-13,-0.599558486718791,2,0.0,0.02,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-06-20,-1.090237776479985,2,0.0,0.02,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-06-27,-1.5801350587614933,2,0.12,0.02,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-07-04,-0.44886016220989566,2,0.0,0.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-07-11,-0.5572687407504462,2,0.0,0.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-07-18,-2.0633354101086288,2,0.19,0.03,No Change,"Cumberland, NJ",Cumberland
New Jersey,127,2026-07-25,-1.5662781465014972,2,0.0,0.04,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-08-01,-0.5798005710741284,2,0.06,0.06,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-08-08,-2.0633354101086288,2,0.06,0.11,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-08-15,-0.32029432456446105,2,0.12,0.26,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-08-22,-0.4185501068656864,2,0.12,0.64,Increasing,"Cumberland, NJ",Cumberland
New Jersey,127,2026-08-29,-0.37065659815207286,2,0.31,1.44,Increasing,"Cumberland, NJ",Cumberland
New Jersey,23,2025-01-04,1.0284843983402432,2,1.4,1.2,Increasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-01-11,0.6508353665161634,3,1.18,1.25,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-01-18,1.0634143330493568,3,1.2,1.24,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-01-25,0.8462131467347911,3,1.11,1.19,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-02-01,0.9078498681089707,3,1.05,1.14,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-02-08,0.8820674273409166,3,1.3,1.11,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-02-15,0.7483206922646926,2,1.1,1.07,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-02-22,-0.02735231825175462,3,0.92,0.99,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-03-01,0.5274196499984514,3,0.8,0.87,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-03-08,0.7338442090954543,3,0.8,0.72,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-03-15,0.6809163023883652,3,0.59,0.59,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-03-22,0.7671076230655108,3,0.46,0.5,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-03-29,0.4859391152945209,3,0.43,0.43,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-04-05,0.44872540593098004,3,0.38,0.37,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-04-12,0.553325060701221,3,0.3,0.33,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-04-19,0.4123135636158515,3,0.36,0.29,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-04-26,0.5850133823309999,3,0.25,0.26,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-05-03,0.3861352590680383,3,0.22,0.23,Decreasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-05-10,0.1203396738884372,3,0.2,0.21,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-05-17,0.29518601140927264,3,0.18,0.19,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-05-24,-0.06538924075860846,3,0.17,0.19,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-05-31,-0.13002982847589636,3,0.24,0.18,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-06-07,-0.2498408128940176,3,0.2,0.18,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-06-14,0.22027560464791077,3,0.15,0.19,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-06-21,0.3517414185026662,3,0.15,0.19,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-06-28,-0.5816971676587023,3,0.24,0.21,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-07-05,0.012855436810650711,3,0.25,0.22,No Change,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
New Jersey,23,2025-07-12,0.18470478909145893,3,0.23,0.24,Increasing,"Camden (Camden), NJ - Burlington, NJ","Burlington, Camden, Gloucester, Salem"
